128599,0
128609,0
128620,0
128631,0
128641,0
128652,0
128662,0
128673,0
128683,0
128694,0
128705,0
128715,0
128726,0
128737,0
128747,0
128757,0
128768,0
128778,0
128788,0
128799,0
128809,0
128819,0
128829,0
128840,0
128850,1
128860,1
128870,1
128880,1
128891,1
128902,1
128912,1
128922,1
128932,1
128942,1
128952,1
128962,1
128972,1
128982,1
128993,1
129004,1
129014,1
129024,1
129034,2
129044,2
129054,2
129065,2
129075,2
129086,2
129096,2
129106,2
129117,2
129127,2
129137,2
129148,2
129159,2
129169,2
129179,2
129190,2
129200,2
129210,2
129220,2
129230,2
129241,2
129251,2
129261,2
129271,2
129281,2
129291,2
129302,2
129312,2
129322,2
129332,2
129343,2
129353,2
129363,2
129373,2
129383,2
129394,2
129405,2
129415,2
129426,2
129436,2
129446,2
129456,2
129467,2
129477,2
129488,2
129498,2
129508,2
129518,2
129528,2
129538,2
129548,2
129559,2
129569,2
129579,2
129589,2
129599,2
129609,2
129619,2
129630,2
129640,2
129651,2
129661,2
129671,2
129681,2
129691,2
129701,2
129711,2
129721,2
129731,2
129741,2
129751,2
129762,2
129772,2
129783,2
129793,2
129804,2
129814,2
129824,2
129834,2
129844,2
129855,2
129865,2
129876,2
129886,2
129897,2
129907,2
129917,2
129927,2
129938,4
129948,4
129959,4
129969,4
129979,4
129989,4
129999,4
130010,4
130020,4
130031,4
130041,4
130051,4
130061,4
130072,4
130082,4
130092,4
130102,4
130113,4
130123,4
130133,4
130143,4
130153,4
130163,4
130173,4
130183,4
130193,4
130203,4
130214,4
130224,4
130235,4
130245,4
130256,4
130266,4
130277,4
130287,4
130297,4
130307,4
130317,4
130327,4
130337,4
130348,4
130358,4
130368,4
130378,4
130388,4
130399,4
130410,4
130420,4
130430,4
130441,4
130451,4
130461,4
130471,4
130481,4
130491,4
130501,4
130511,4
130521,4
130531,4
130542,4
130553,4
130563,4
130574,4
130585,4
130595,4
130605,4
130615,4
130625,4
130635,4
130646,4
130656,4
130666,4
130676,4
130686,4
130696,4
130706,4
130716,4
130727,4
130737,4
130747,4
130757,4
130767,4
130777,4
130787,4
130798,4
130808,4
130819,4
130829,4
130839,4
130849,4
130860,4
130870,4
130880,4
130890,4
130900,4
130910,4
130920,4
130930,4
130941,4
130951,4
130962,4
130972,5
130982,5
130992,5
131002,5
131013,5
131023,5
131034,5
131044,5
131054,5
131064,5
131074,5
131085,5
131095,5
131105,5
131115,5
131125,5
131135,5
131145,5
131156,5
131166,5
131176,5
131186,5
131196,5
131206,5
131216,5
131226,6
131236,6
131246,6
131256,6
131266,6
131276,6
131287,6
131298,6
131308,6
131318,6
131328,6
131338,6
131348,6
131359,6
131369,6
131380,6
131390,6
131400,6
131411,6
131421,6
131431,6
131441,6
131451,6
131461,6
131472,6
131483,6
131493,6
131503,6
131514,6
131525,6
131535,6
131545,6
131555,6
131565,6
131575,6
131585,6
131596,6
131606,6
131616,6
131626,6
131636,6
131646,6
131656,6
131667,6
131677,6
131687,6
131697,6
131707,6
131718,6
131728,6
131738,7
131748,7
131758,7
131768,7
131778,7
131788,7
131798,7
131808,7
131818,7
131829,7
131839,7
131849,7
131859,7
131869,7
131879,7
131889,7
131900,7
131910,7
131921,7
131931,7
131942,7
131952,7
131962,7
131972,7
131982,7
131992,7
132002,7
132013,7
132023,7
132033,7
132043,7
132053,7
132064,7
132074,7
132084,7
132094,7
132104,7
132114,7
132125,7
132135,7
132145,7
132155,7
132165,7
132175,7
132185,7
132195,7
132205,7
132215,7
132225,7
132235,7
132245,7
132255,7
132265,7
132275,7
132285,7
132295,7
132305,8
132315,8
132326,8
132336,8
132346,8
132356,8
132366,8
132376,8
132386,8
132396,8
132406,8
132416,8
132426,8
132436,8
132446,8
132456,8
132466,8
132476,8
132486,8
132496,8
132506,8
132516,8
132526,8
132536,8
132546,8
132556,8
132566,8
132576,8
132586,8
132596,8
132606,8
132616,8
132626,8
132636,8
132646,8
132656,8
132666,8
132677,8
132687,8
132698,8
132708,8
132718,8
132728,8
132738,8
132748,8
132758,8
132768,8
132778,8
132788,8
132798,8
132808,8
132818,8
132828,8
132838,8
132848,8
132858,8
132868,8
132878,8
132888,8
132898,8
132908,8
132918,8
132928,8
132938,8
132948,8
132958,8
132969,8
132979,8
132989,8
132999,8
133009,8
133019,8
133029,8
133039,8
133049,8
133059,8
133069,8
133079,8
133089,8
133099,8
133109,8
133120,8
133130,8
133140,8
133150,8
133160,8
133170,8
133180,8
133190,8
133200,8
133210,8
133220,8
133230,8
133240,8
133250,8
133260,8
133270,8
133280,8
133290,8
133300,8
133310,8
133320,8
133330,8
133340,8
133350,8
133360,8
133370,8
133380,8
133390,8
133400,8
133410,8
133420,8
133430,8
133440,8
133450,8
133460,8
133470,8
133480,8
133491,8
133501,8
133511,8
133521,8
133531,8
133541,8
133551,8
133561,8
133571,8
133581,8
133592,8
133602,8
133612,8
133622,8
133632,8
133642,8
133652,8
133662,9
133672,9
133682,9
133692,9
133702,9
133712,9
133722,9
133732,9
133742,9
133752,9
133762,9
133772,9
133782,9
133792,9
133802,9
133812,9
133823,9
133833,9
133843,9
133853,9
133864,9
133874,9
133884,9
133894,9
133904,9
133914,9
133924,9
133934,9
133944,9
133954,9
133964,9
133974,9
133984,9
133994,9
134004,9
134014,9
134024,9
134034,9
134044,9
134054,9
134064,9
134074,9
134084,9
134094,9
134104,9
134114,9
134124,9
134134,9
134144,9
134154,9
134164,10
134174,10
134184,10
134194,10
134204,10
134214,10
134224,10
134234,10
134245,10
134255,10
134265,10
134275,10
134285,10
134295,10
134305,10
134315,10
134325,10
134335,10
134345,10
134355,10
134365,10
134375,10
134385,10
134395,10
134405,10
134415,10
134425,10
134435,10
134445,10
134455,10
134465,10
134476,10
134486,10
134496,10
134506,10
134517,10
134527,10
134537,10
134547,10
134557,10
134567,10
134577,10
134587,10
134597,10
134607,10
134617,10
134627,10
134637,10
134647,10
134657,11
134667,11
134677,11
134687,11
134697,11
134707,11
134718,11
134729,11
134739,11
134749,11
134759,11
134769,11
134779,11
134789,11
134799,11
134809,11
134819,11
134829,11
134840,11
134850,11
134860,11
134870,11
134880,11
134890,11
134900,11
134910,11
134920,11
134930,11
134940,11
134950,11
134960,11
134970,11
134980,11
134990,11
135000,11
135010,11
135020,11
135030,11
135040,11
135050,11
135060,11
135070,11
135080,11
135090,11
135100,11
135110,11
135120,11
135130,11
135140,11
135150,11
135160,11
135170,11
135180,11
135190,11
135201,11
135211,11
135221,11
135231,11
135241,11
135251,11
135261,11
135271,11
135281,11
135291,11
135301,11
135311,11
135321,11
135331,11
135341,11
135351,11
135361,11
135371,11
135381,11
135391,11
135401,11
135411,11
135421,11
135431,12
135441,12
135451,12
135461,12
135471,12
135481,12
135491,12
135501,12
135511,12
135521,12
135531,12
135541,12
135551,12
135561,12
135572,12
135582,12
135592,12
135602,12
135612,12
135622,12
135632,12
135642,12
135652,12
135662,12
135672,12
135682,12
135692,12
135702,12
135712,12
135723,12
135733,12
135743,12
135753,12
135763,12
135773,12
135783,12
135793,12
135803,12
135813,12
135823,12
135833,12
135843,12
135853,12
135863,12
135873,12
135883,12
135893,12
135903,12
135913,12
135923,12
135933,12
135943,12
135953,12
135964,12
135974,12
135984,12
135994,12
136004,12
136014,12
136024,12
136034,12
136044,12
136054,12
136064,12
136074,12
136084,12
136094,12
136104,12
136114,12
136124,12
136134,12
136144,12
136154,12
136164,12
136174,12
136184,12
136194,12
136204,12
136214,12
136224,12
136234,12
136244,12
136254,12
136264,12
136274,12
136284,12
136294,12
136304,12
136314,12
136324,12
136334,12
136344,12
136354,12
136364,12
136374,12
136384,12
136394,12
136404,12
136414,12
136425,12
136435,12
136445,12
136455,12
136465,12
136475,12
136485,12
136495,12
136505,12
136515,12
136525,12
136535,12
136545,12
136555,12
136565,12
136575,12
136585,12
136595,12
136605,12
136615,12
136625,12
136635,12
136645,12
136656,12
136666,12
136676,12
136686,12
136696,12
136706,12
136716,12
136726,12
136736,12
136746,12
136756,12
136766,12
136776,12
136786,12
136796,12
136806,12
136816,12
136826,12
136836,14
136846,14
136856,14
136866,14
136876,14
136886,14
